	single_ID	Name_EMA	Approved_Europe	Name_PMDA	Approved_Japan	Name_Orange_Book	Approved_USA	Available_USA	ID_Label	Therapy_Name	Combination_Therapy	Ingredient_IDs
865	CHEBI:34683		FALSE	MONOBASIC SODIUM PHOSPHATE MONOHYDRATE	TRUE	"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE"	TRUE	RX	"Sodium phosphate, dibasic"	"MONOBASIC SODIUM PHOSPHATE MONOHYDRATE|SODIUM PHOSPHATE, DIBASIC, ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE"	False|True	"|['CHEBI:34683', 'CHEBI:34683']"
866	CHEBI:34683		FALSE	MONOBASIC SODIUM PHOSPHATE MONOHYDRATE	TRUE	"SODIUM PHOSPHATE, MONOBASIC ANHYDROUS"	TRUE	UNSURE	"Sodium phosphate, dibasic"	"MONOBASIC SODIUM PHOSPHATE MONOHYDRATE|SODIUM PHOSPHATE, MONOBASIC ANHYDROUS"	FALSE	
867	CHEBI:34683		FALSE	MONOBASIC SODIUM PHOSPHATE MONOHYDRATE	TRUE	"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS"	TRUE	UNSURE	"Sodium phosphate, dibasic"	"MONOBASIC SODIUM PHOSPHATE MONOHYDRATE|SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS"	FALSE	
868	CHEBI:34683		FALSE	MONOBASIC SODIUM PHOSPHATE MONOHYDRATE	TRUE	"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS"	TRUE	UNSURE	"Sodium phosphate, dibasic"	"MONOBASIC SODIUM PHOSPHATE MONOHYDRATE|SODIUM PHOSPHATE, DIBASIC, ANHYDROUS"	FALSE	
869	CHEBI:34683		FALSE	MONOBASIC SODIUM PHOSPHATE MONOHYDRATE	TRUE	"SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE"	TRUE	UNSURE	"Sodium phosphate, dibasic"	"MONOBASIC SODIUM PHOSPHATE MONOHYDRATE|SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE"	FALSE	
870	CHEBI:34683		FALSE	MONOBASIC SODIUM PHOSPHATE MONOHYDRATE	TRUE	"SODIUM PHOSPHATE, DIBASIC"	TRUE	UNSURE	"Sodium phosphate, dibasic"	"MONOBASIC SODIUM PHOSPHATE MONOHYDRATE|SODIUM PHOSPHATE, DIBASIC"	FALSE	
871	CHEBI:34683		FALSE	DIBASIC SODIUM PHOSPHATE ANHYDROUS	TRUE	"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE; SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS"	TRUE	RX	"Sodium phosphate, dibasic"	"DIBASIC SODIUM PHOSPHATE ANHYDROUS|SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE; SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS"	False|True	"|['PUBCHEM.COMPOUND:6096963', 'CHEBI:34683']"
872	CHEBI:34683		FALSE	DIBASIC SODIUM PHOSPHATE ANHYDROUS	TRUE	"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE"	TRUE	RX	"Sodium phosphate, dibasic"	"DIBASIC SODIUM PHOSPHATE ANHYDROUS|SODIUM PHOSPHATE, DIBASIC, ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE"	False|True	"|['CHEBI:34683', 'CHEBI:34683']"
873	CHEBI:34683		FALSE	DIBASIC SODIUM PHOSPHATE ANHYDROUS	TRUE	"SODIUM PHOSPHATE, MONOBASIC ANHYDROUS"	TRUE	UNSURE	"Sodium phosphate, dibasic"	"DIBASIC SODIUM PHOSPHATE ANHYDROUS|SODIUM PHOSPHATE, MONOBASIC ANHYDROUS"	FALSE	
874	CHEBI:34683		FALSE	DIBASIC SODIUM PHOSPHATE ANHYDROUS	TRUE	"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS"	TRUE	UNSURE	"Sodium phosphate, dibasic"	"DIBASIC SODIUM PHOSPHATE ANHYDROUS|SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS"	FALSE	
875	CHEBI:34683		FALSE	DIBASIC SODIUM PHOSPHATE ANHYDROUS	TRUE	"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS"	TRUE	UNSURE	"Sodium phosphate, dibasic"	"DIBASIC SODIUM PHOSPHATE ANHYDROUS|SODIUM PHOSPHATE, DIBASIC, ANHYDROUS"	FALSE	
876	CHEBI:34683		FALSE	DIBASIC SODIUM PHOSPHATE ANHYDROUS	TRUE	"SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE"	TRUE	UNSURE	"Sodium phosphate, dibasic"	"DIBASIC SODIUM PHOSPHATE ANHYDROUS|SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE"	FALSE	
877	CHEBI:34683		FALSE	DIBASIC SODIUM PHOSPHATE ANHYDROUS	TRUE	"SODIUM PHOSPHATE, DIBASIC"	TRUE	UNSURE	"Sodium phosphate, dibasic"	"DIBASIC SODIUM PHOSPHATE ANHYDROUS|SODIUM PHOSPHATE, DIBASIC"	FALSE	
878	CHEBI:34706		FALSE		FALSE	ERGOLOID MESYLATES	TRUE	RX	Ergoloid mesylate	ERGOLOID MESYLATES	FALSE	
879	CHEBI:34730		FALSE		FALSE	DOXYCYCLINE HYCLATE	TRUE	RX	DOXYCYCLINE HYCLATE	DOXYCYCLINE HYCLATE	FALSE	
880	CHEBI:347401		FALSE		FALSE	PENTOLINIUM TARTRATE	TRUE	DISCONTINUED	Pentolinium	PENTOLINIUM 	FALSE	
881	CHEBI:3478		FALSE		FALSE	CEFACLOR	TRUE	RX	Cefaclor	CEFACLOR	FALSE	
882	CHEBI:3479		FALSE		FALSE	CEFADROXIL/CEFADROXIL HEMIHYDRATE	TRUE	RX	Cefadroxil	CEFADROXIL/CEFADROXIL HEMIHYDRATE	FALSE	
883	CHEBI:34791		FALSE		FALSE	HEXYLCAINE HYDROCHLORIDE	TRUE	DISCONTINUED	Hexylcaine	HEXYLCAINE 	FALSE	
884	CHEBI:34825		FALSE	LULICONAZOLE	TRUE	LULICONAZOLE	TRUE	RX	Luliconazole	LULICONAZOLE	FALSE	
885	CHEBI:34829		FALSE		FALSE	MEDRYSONE	TRUE	DISCONTINUED	Medrysone	MEDRYSONE	FALSE	
886	CHEBI:3483		FALSE		FALSE	CEFAZOLIN SODIUM	TRUE	RX	CEFAZOLIN SODIUM	CEFAZOLIN 	FALSE	
887	CHEBI:34836		FALSE		FALSE	METHICILLIN SODIUM	TRUE	DISCONTINUED	METHICILLIN SODIUM	METHICILLIN 	FALSE	
888	CHEBI:34847		FALSE		FALSE	CALCIUM; MEGLUMINE; METRIZOIC ACID	TRUE	DISCONTINUED	Metrizoic acid	CALCIUM; MEGLUMINE; METRIZOIC ACID	TRUE	"['CHEBI:22984', 'CHEBI:59732', 'CHEBI:34847']"
889	CHEBI:34847		FALSE		FALSE	METRIZOIC ACID	TRUE	UNSURE	Metrizoic acid	METRIZOIC ACID	FALSE	
890	CHEBI:3485		FALSE		FALSE	CEFDINIR	TRUE	RX	Cefdinir	CEFDINIR	FALSE	
891	CHEBI:34850		FALSE		FALSE	MILRINONE LACTATE	TRUE	RX	MILRINONE LACTATE	MILRINONE LACTATE	FALSE	
892	CHEBI:3489		FALSE		FALSE	CEFMETAZOLE SODIUM	TRUE	DISCONTINUED	Cefmetazole	CEFMETAZOLE 	FALSE	
893	CHEBI:34895		FALSE		FALSE	NORETHYNODREL	TRUE	UNSURE	Norethynodrel	NORETHYNODREL	FALSE	
894	CHEBI:3491		FALSE		FALSE	CEFONICID SODIUM	TRUE	DISCONTINUED	Cefonicid	CEFONICID 	FALSE	
895	CHEBI:34911		FALSE		FALSE	PERMETHRIN	TRUE	OTC	Permethrin	PERMETHRIN	FALSE	
896	CHEBI:34916		FALSE	PHENOTHRIN	TRUE		FALSE		Phenothrin	PHENOTHRIN	FALSE	
897	CHEBI:3493		FALSE		FALSE	CEFOPERAZONE SODIUM	TRUE	DISCONTINUED	Cefoperazone	CEFOPERAZONE 	FALSE	
898	CHEBI:34945		FALSE	LUBIPROSTONE	TRUE	LUBIPROSTONE	TRUE	RX	RU-0211	LUBIPROSTONE	FALSE	
899	CHEBI:3495		FALSE		FALSE	CEFORANIDE	TRUE	DISCONTINUED	Ceforanide	CEFORANIDE	FALSE	
900	CHEBI:3498		FALSE	CEFOTAXIME SODIUM	TRUE	CEFOTAXIME SODIUM	TRUE	DISCONTINUED	CEFOTAXIME SODIUM	CEFOTAXIME	FALSE	
901	CHEBI:3499		FALSE		FALSE	CEFOTETAN DISODIUM	TRUE	RX	Cefotetan	CEFOTETAN DISODIUM	FALSE	
902	CHEBI:3501		FALSE		FALSE	CEFOXITIN SODIUM	TRUE	RX	CEFOXITIN SODIUM	CEFOXITIN 	FALSE	
903	CHEBI:3504		FALSE		FALSE	CEFPODOXIME PROXETIL	TRUE	RX	Cefpodoxime	CEFPODOXIME PROXETIL	FALSE	
904	CHEBI:3506		FALSE		FALSE	CEFPROZIL	TRUE	RX	Cefprozil	CEFPROZIL	FALSE	
905	CHEBI:3508	CEFTAZIDIME	TRUE		FALSE	CEFTAZIDIME SODIUM	TRUE	DISCONTINUED	Ceftazidime	CEFTAZIDIME	FALSE	
906	CHEBI:3508	CEFTAZIDIME	TRUE		FALSE	CEFTAZIDIME	TRUE	RX	Ceftazidime	CEFTAZIDIME	FALSE	
907	CHEBI:3510		FALSE		FALSE	CEFTIBUTEN DIHYDRATE	TRUE	DISCONTINUED	Ceftibuten	CEFTIBUTEN 	FALSE	
908	CHEBI:3514		FALSE	CEFTRIAXONE SODIUM	TRUE	CEFTRIAXONE SODIUM	TRUE	RX	Ceftriaxone disodium salt hemiheptahydrate	CEFTRIAXONE	FALSE	
909	CHEBI:3515		FALSE		FALSE	CEFUROXIME AXETIL	TRUE	RX	Cefuroxime	CEFUROXIME AXETIL	FALSE	
910	CHEBI:3515		FALSE		FALSE	CEFUROXIME SODIUM	TRUE	RX	Cefuroxime	CEFUROXIME 	FALSE	
911	CHEBI:3534		FALSE		FALSE	CEPHALEXIN	TRUE	RX	Cephalexin	CEPHALEXIN	FALSE	
912	CHEBI:3534		FALSE		FALSE	CEPHALEXIN HYDROCHLORIDE	TRUE	DISCONTINUED	Cephalexin	CEPHALEXIN 	FALSE	
913	CHEBI:3547		FALSE		FALSE	CEPHRADINE	TRUE	DISCONTINUED	Cefradine	CEPHRADINE	FALSE	
914	CHEBI:355510		FALSE		FALSE	CEFOTIAM HYDROCHLORIDE	TRUE	DISCONTINUED	Cefotiam	CEFOTIAM 	FALSE	
915	CHEBI:3558		FALSE		FALSE	CERIVASTATIN SODIUM	TRUE	DISCONTINUED	Cerivastatin	CERIVASTATIN 	FALSE	
916	CHEBI:3561		FALSE	CETIRIZINE HYDROCHLORIDE	TRUE	CETIRIZINE HYDROCHLORIDE	TRUE	OTC	Cetirizine	CETIRIZINE	FALSE	
917	CHEBI:3568		FALSE		FALSE	CEVIMELINE HYDROCHLORIDE	TRUE	RX	Cevimeline	CEVIMELINE 	FALSE	
918	CHEBI:35702		FALSE		FALSE	PERFLUOROPOLYMETHYLISOPROPYL ETHER; POLYTETRAFLUOROETHYLENE	TRUE	DISCONTINUED	Diethyl ether	PERFLUOROPOLYMETHYLISOPROPYL ETHER; POLYTETRAFLUOROETHYLENE	TRUE	"['UMLS:C3651725', 'CHEBI:53251']"
919	CHEBI:35940		FALSE		FALSE	PROTIRELIN	TRUE	DISCONTINUED	Protirelin	PROTIRELIN	FALSE	
920	CHEBI:3605		FALSE		FALSE	CHLORAMPHENICOL	TRUE	DISCONTINUED	Chloramphenicol palmitate	CHLORAMPHENICOL	FALSE	
921	CHEBI:3611		FALSE		FALSE	CHLORDIAZEPOXIDE HYDROCHLORIDE	TRUE	RX	Chlordiazepoxide	CHLORDIAZEPOXIDE 	FALSE	
922	CHEBI:3611		FALSE		FALSE	CHLORDIAZEPOXIDE	TRUE	DISCONTINUED	Chlordiazepoxide	CHLORDIAZEPOXIDE	FALSE	
923	CHEBI:3614		FALSE		FALSE	CHLORHEXIDINE GLUCONATE	TRUE	OTC	Chlorhexidine	CHLORHEXIDINE GLUCONATE	FALSE	
924	CHEBI:36161		FALSE	HEMIN	TRUE		FALSE		Hematin	HEMIN	FALSE	
925	CHEBI:3619		FALSE		FALSE	CHLORMEZANONE	TRUE	DISCONTINUED	Chlormezanone	CHLORMEZANONE	FALSE	
926	CHEBI:3636		FALSE		FALSE	CHLOROPROCAINE HYDROCHLORIDE	TRUE	RX	Chloroprocaine	CHLOROPROCAINE 	FALSE	
927	CHEBI:3638		FALSE		FALSE	CHLOROQUINE PHOSPHATE; PRIMAQUINE PHOSPHATE	TRUE	DISCONTINUED	Chloroquine	CHLOROQUINE ; PRIMAQUINE 	TRUE	"['UNII:7FY24HE2G3', 'UNII:H0982HF78B']"
928	CHEBI:3638		FALSE		FALSE	CHLOROQUINE HYDROCHLORIDE	TRUE	DISCONTINUED	Chloroquine	CHLOROQUINE 	FALSE	
929	CHEBI:3638		FALSE		FALSE	CHLOROQUINE PHOSPHATE	TRUE	RX	Chloroquine	CHLOROQUINE 	FALSE	
930	CHEBI:3640		FALSE		FALSE	CHLOROTHIAZIDE SODIUM	TRUE	RX	Chlorothiazide	CHLOROTHIAZIDE 	FALSE	
931	CHEBI:3640		FALSE		FALSE	CHLOROTHIAZIDE	TRUE	RX	Chlorothiazide	CHLOROTHIAZIDE	FALSE	
932	CHEBI:3641		FALSE		FALSE	CHLOROTRIANISENE	TRUE	DISCONTINUED	Chlorotrianisene	CHLOROTRIANISENE	FALSE	
933	CHEBI:3642		FALSE		FALSE	CHLORPHENESIN CARBAMATE	TRUE	DISCONTINUED	Chlorphenesin	CHLORPHENESIN CARBAMATE	FALSE	
934	CHEBI:364453		FALSE		FALSE	CARPROFEN	TRUE	DISCONTINUED	Carprofen	CARPROFEN	FALSE	
935	CHEBI:3645		FALSE		FALSE	CHLORPHENIRAMINE MALEATE	TRUE	OTC	CHLORPHENIRAMINE MALEATE	CHLORPHENIRAMINE 	FALSE	
936	CHEBI:3646		FALSE		FALSE	CHLORPHENTERMINE HYDROCHLORIDE	TRUE	DISCONTINUED	Chlorphentermine	CHLORPHENTERMINE 	FALSE	
937	CHEBI:3647		FALSE		FALSE	CHLORPROMAZINE	TRUE	DISCONTINUED	Chlorpromazine	CHLORPROMAZINE	FALSE	
938	CHEBI:3647		FALSE		FALSE	CHLORPROMAZINE HYDROCHLORIDE	TRUE	RX	Chlorpromazine	CHLORPROMAZINE 	FALSE	
939	CHEBI:3650		FALSE		FALSE	CHLORPROPAMIDE	TRUE	DISCONTINUED	Chlorpropamide	CHLORPROPAMIDE	FALSE	
940	CHEBI:3654		FALSE		FALSE	CHLORTHALIDONE	TRUE	RX	Chlorthalidone	CHLORTHALIDONE	FALSE	
941	CHEBI:3655		FALSE		FALSE	CHLORZOXAZONE	TRUE	RX	Chlorzoxazone	CHLORZOXAZONE	FALSE	
942	CHEBI:36704	IMIQUIMOD	TRUE	IMIQUIMOD	TRUE	IMIQUIMOD	TRUE	RX	Imiquimod	IMIQUIMOD	FALSE	
943	CHEBI:367163	DARUNAVIR	TRUE	DARUNAVIR ETHANOLATE	TRUE	DARUNAVIR	TRUE	RX	Darunavir	DARUNAVIR|DARUNAVIR ETHANOLATE|DARUNAVIR	FALSE	
944	CHEBI:36791		FALSE	ESCITALOPRAM OXALATE	TRUE	ESCITALOPRAM OXALATE	TRUE	RX	Escitalopram	ESCITALOPRAM OXALATE	FALSE	
945	CHEBI:36796	DULOXETINE	TRUE	DULOXETINE HYDROCHLORIDE	TRUE	DULOXETINE HYDROCHLORIDE	TRUE	RX	duloxetine	DULOXETINE	FALSE	
946	CHEBI:3696		FALSE		FALSE	CIDOFOVIR	TRUE	RX	Cidofovir	CIDOFOVIR	FALSE	
947	CHEBI:3697	CILASTATIN	TRUE	CILASTATIN SODIUM	TRUE	CILASTATIN SODIUM	TRUE	UNSURE	Cilastatin	CILASTATIN	FALSE	
948	CHEBI:3699		FALSE		FALSE	CIMETIDINE	TRUE	OTC	Cimetidine	CIMETIDINE	FALSE	
949	CHEBI:3699		FALSE		FALSE	CIMETIDINE HYDROCHLORIDE	TRUE	DISCONTINUED	Cimetidine	CIMETIDINE 	FALSE	
950	CHEBI:3716		FALSE		FALSE	CINOXACIN	TRUE	DISCONTINUED	Cinoxacin	CINOXACIN	FALSE	
951	CHEBI:3720		FALSE		FALSE	CISAPRIDE MONOHYDRATE	TRUE	DISCONTINUED	Cisapride	CISAPRIDE 	FALSE	
952	CHEBI:3721		FALSE		FALSE	CISATRACURIUM BESYLATE	TRUE	RX	CISATRACURIUM BESYLATE	CISATRACURIUM BESYLATE	FALSE	
953	CHEBI:3732		FALSE	CLARITHROMYCIN	TRUE	CLARITHROMYCIN	TRUE	RX	Clarithromycin	CLARITHROMYCIN	FALSE	
954	CHEBI:3738		FALSE		FALSE	CLEMASTINE FUMARATE	TRUE	RX	Clemastine	CLEMASTINE 	FALSE	
955	CHEBI:3745		FALSE	CLINDAMYCIN PHOSPHATE	TRUE	CLINDAMYCIN PHOSPHATE	TRUE	RX	clindamycin	CLINDAMYCIN	FALSE	
956	CHEBI:3745		FALSE	CLINDAMYCIN PHOSPHATE	TRUE	CLINDAMYCIN HYDROCHLORIDE	TRUE	RX	clindamycin	CLINDAMYCIN	FALSE	
957	CHEBI:3745		FALSE	CLINDAMYCIN PHOSPHATE HYDRATE	TRUE	CLINDAMYCIN PHOSPHATE	TRUE	RX	clindamycin	CLINDAMYCIN	FALSE	
958	CHEBI:3745		FALSE	CLINDAMYCIN PHOSPHATE HYDRATE	TRUE	CLINDAMYCIN HYDROCHLORIDE	TRUE	RX	clindamycin	CLINDAMYCIN	FALSE	
959	CHEBI:3746		FALSE		FALSE	CLINDAMYCIN PALMITATE HYDROCHLORIDE	TRUE	RX	clindamycin phosphate	CLINDAMYCIN PALMITATE 	FALSE	
960	CHEBI:3749		FALSE		FALSE	CLOFAZIMINE	TRUE	DISCONTINUED	Clofazimine	CLOFAZIMINE	FALSE	
961	CHEBI:3750		FALSE		FALSE	CLOFIBRATE	TRUE	DISCONTINUED	Clofibrate	CLOFIBRATE	FALSE	
962	CHEBI:3752		FALSE	CLOMIPHENE CITRATE	TRUE	CLOMIPHENE CITRATE	TRUE	RX	Clomifene	CLOMIPHENE	FALSE	
963	CHEBI:3752		FALSE	CLOMIFENE CITRATE	TRUE	CLOMIPHENE CITRATE	TRUE	RX	Clomifene	CLOMIFENE|CLOMIPHENE 	FALSE	
964	CHEBI:3755		FALSE	CLOMIPRAMINE HYDROCHLORIDE	TRUE	CLOMIPRAMINE HYDROCHLORIDE	TRUE	RX	CLOMIPRAMINE HYDROCHLORIDE	CLOMIPRAMINE	FALSE	
965	CHEBI:3756		FALSE		FALSE	CLONAZEPAM	TRUE	RX	Clonazepam	CLONAZEPAM	FALSE	
966	CHEBI:3757		FALSE		FALSE	CLONIDINE	TRUE	RX	Clonidine	CLONIDINE	FALSE	
967	CHEBI:3757		FALSE		FALSE	CLONIDINE HYDROCHLORIDE	TRUE	RX	Clonidine	CLONIDINE 	FALSE	
968	CHEBI:3759		FALSE		FALSE	CLOPIDOGREL BISULFATE	TRUE	RX	CLOPIDOGREL BISULFATE	CLOPIDOGREL BISULFATE	FALSE	
969	CHEBI:3761		FALSE		FALSE	CLORAZEPATE DIPOTASSIUM	TRUE	RX	Clorazepic acid	CLORAZEPATE DIPOTASSIUM	FALSE	
970	CHEBI:3764		FALSE		FALSE	CLOTRIMAZOLE	TRUE	OTC	Clotrimazole	CLOTRIMAZOLE	FALSE	
971	CHEBI:3766		FALSE	CLOZAPINE	TRUE	CLOZAPINE	TRUE	RX	Clozapine	CLOZAPINE	FALSE	
972	CHEBI:37922		FALSE	ARBEKACIN SULFATE	TRUE		FALSE		Arbekacin	ARBEKACIN	FALSE	
973	CHEBI:37937		FALSE		FALSE	BETHANIDINE SULFATE	TRUE	DISCONTINUED	Bethanidine	BETHANIDINE 	FALSE	
974	CHEBI:37941	CLOPIDOGREL	TRUE	CLOPIDOGREL SULFATE	TRUE		FALSE		Clopidogrel	CLOPIDOGREL	FALSE	
975	CHEBI:3814		FALSE		FALSE	COLESTIPOL HYDROCHLORIDE	TRUE	RX	Colestipol	COLESTIPOL 	FALSE	
976	CHEBI:38545		FALSE	ROSUVASTATIN CALCIUM	TRUE	ROSUVASTATIN CALCIUM	TRUE	RX	Rosuvastatin	ROSUVASTATIN	FALSE	
977	CHEBI:38561		FALSE		FALSE	FLUVASTATIN SODIUM	TRUE	RX	fluvastatin	FLUVASTATIN 	FALSE	
978	CHEBI:3892		FALSE		FALSE	CORTICOTROPIN-ZINC HYDROXIDE	TRUE	DISCONTINUED	Corticotropin	CORTICOTROPIN-ZINC 	FALSE	
979	CHEBI:3892		FALSE		FALSE	CORTICOTROPIN	TRUE	RX	Corticotropin	CORTICOTROPIN	FALSE	
980	CHEBI:38940	SUNITINIB	TRUE	SUNITINIB MALATE	TRUE	SUNITINIB MALATE	TRUE	RX	Sunitinib	SUNITINIB|SUNITINIB MALATE|SUNITINIB MALATE	FALSE	
981	CHEBI:3897		FALSE		FALSE	CORTISONE ACETATE	TRUE	DISCONTINUED	Cortisone acetate	CORTISONE 	FALSE	
982	CHEBI:39112	BOSUTINIB	TRUE	BOSUTINIB HYDRATE	TRUE	BOSUTINIB MONOHYDRATE	TRUE	RX	Bosutinib	BOSUTINIB	FALSE	
983	CHEBI:39211		FALSE		FALSE	SPINOSAD	TRUE	RX	spinosad	SPINOSAD	FALSE	
984	CHEBI:39427		FALSE		FALSE	DIMYRISTOYL LECITHIN; PERFLEXANE	TRUE	DISCONTINUED	Perflexane	DIMYRISTOYL LECITHIN; PERFLEXANE	TRUE	"['CHEBI:241349', 'CHEBI:39427']"
985	CHEBI:39427		FALSE		FALSE	PERFLEXANE	TRUE	UNSURE	Perflexane	PERFLEXANE	FALSE	
986	CHEBI:39669		FALSE		FALSE	DIFLUNISAL	TRUE	RX	Diflunisal	DIFLUNISAL	FALSE	
987	CHEBI:3996		FALSE		FALSE	CYCLOBENZAPRINE HYDROCHLORIDE	TRUE	RX	Cyclobenzaprine	CYCLOBENZAPRINE 	FALSE	
988	CHEBI:40009		FALSE		FALSE	CYCLOSERINE	TRUE	RX	Cycloserine	CYCLOSERINE	FALSE	
989	CHEBI:40050		FALSE		FALSE	AMPRENAVIR	TRUE	DISCONTINUED	Amprenavir	AMPRENAVIR	FALSE	
990	CHEBI:40237	SITAGLIPTIN	TRUE	SITAGLIPTIN PHOSPHATE HYDRATE	TRUE	SITAGLIPTIN PHOSPHATE	TRUE	RX	Sitagliptin	SITAGLIPTIN	FALSE	
991	CHEBI:40237	SITAGLIPTIN	TRUE	SITAGLIPTIN PHOSPHATE HYDRATE	TRUE	SITAGLIPTIN	TRUE	RX	Sitagliptin	SITAGLIPTIN	FALSE	
992	CHEBI:40237	SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE	TRUE	SITAGLIPTIN PHOSPHATE HYDRATE	TRUE	SITAGLIPTIN PHOSPHATE	TRUE	RX	Sitagliptin	SITAGLIPTIN	FALSE	
993	CHEBI:40237	SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE	TRUE	SITAGLIPTIN PHOSPHATE HYDRATE	TRUE	SITAGLIPTIN	TRUE	RX	Sitagliptin	SITAGLIPTIN	FALSE	
994	CHEBI:4024		FALSE		FALSE	CYCLOPENTOLATE HYDROCHLORIDE	TRUE	RX	Cyclopentolate	CYCLOPENTOLATE 	FALSE	
995	CHEBI:4026		FALSE	CYCLOPHOSPHAMIDE	TRUE	CYCLOPHOSPHAMIDE	TRUE	RX	CYCLOPHOSPHAMIDE	CYCLOPHOSPHAMIDE	FALSE	
996	CHEBI:40279		FALSE		FALSE	ALLOPURINOL	TRUE	RX	Allopurinol	ALLOPURINOL	FALSE	
997	CHEBI:40279		FALSE		FALSE	ALLOPURINOL SODIUM	TRUE	RX	Allopurinol	ALLOPURINOL 	FALSE	
998	CHEBI:40303		FALSE		FALSE	LOVASTATIN	TRUE	RX	Lovastatin	LOVASTATIN	FALSE	
999	CHEBI:4031		FALSE	CYCLOSPORINE	TRUE	CYCLOSPORINE	TRUE	RX	Cyclosporine	CYCLOSPORINE	FALSE	
1000	CHEBI:4046		FALSE		FALSE	CYPROHEPTADINE HYDROCHLORIDE	TRUE	RX	Cyproheptadine	CYPROHEPTADINE 	FALSE	
1001	CHEBI:41237		FALSE		FALSE	BENZYL BENZOATE	TRUE	DISCONTINUED	Benzyl benzoate	BENZYL BENZOATE	FALSE	
1002	CHEBI:41423		FALSE	CELECOXIB	TRUE	CELECOXIB	TRUE	RX	Celecoxib	CELECOXIB	FALSE	
1003	CHEBI:41500	SODIUM PHENYLBUTYRATE	TRUE	SODIUM PHENYLBUTYRATE	TRUE	SODIUM PHENYLBUTYRATE	TRUE	RX	Phenylbutyric acid	PHENYLBUTYRATE	FALSE	
1004	CHEBI:4167		FALSE	GLUCOSE	TRUE	DEXTROSE	TRUE	RX	D-glucose	GLUCOSE|DEXTROSE	FALSE	
1005	CHEBI:41688		FALSE		FALSE	GENTIAN VIOLET	TRUE	DISCONTINUED	GENTIAN VIOLET	GENTIAN VIOLET	FALSE	
1006	CHEBI:41774		FALSE		FALSE	TAMOXIFEN CITRATE	TRUE	RX	Tamoxifen	TAMOXIFEN 	FALSE	
1007	CHEBI:41922		FALSE		FALSE	DIETHYLSTILBESTROL	TRUE	DISCONTINUED	Diethylstilbestrol	DIETHYLSTILBESTROL	FALSE	
1008	CHEBI:41934		FALSE		FALSE	DECAMETHONIUM BROMIDE	TRUE	DISCONTINUED	Decamethonium	DECAMETHONIUM 	FALSE	
1009	CHEBI:422		FALSE		FALSE	AMMONIUM LACTATE	TRUE	RX	L-Lactic acid	AMMONIUM LACTATE	FALSE	
1010	CHEBI:422		FALSE		FALSE	LACTIC ACID	TRUE	UNSURE	L-Lactic acid	LACTIC ACID	FALSE	
1011	CHEBI:42266		FALSE	DIMETHYL FUMARATE	TRUE		FALSE		ETHANE	DIMETHYL	FALSE	
1012	CHEBI:42446		FALSE	ESFLURBIPROFEN	TRUE		FALSE		Esflurbiprofen	ESFLURBIPROFEN	FALSE	
1013	CHEBI:42797		FALSE	GABAPENTIN	TRUE	GABAPENTIN ENACARBIL	TRUE	RX	Gabapentin	GABAPENTIN|GABAPENTIN ENACARBIL	FALSE	
1014	CHEBI:42797		FALSE	GABAPENTIN	TRUE	GABAPENTIN	TRUE	RX	Gabapentin	GABAPENTIN	FALSE	
1015	CHEBI:42797		FALSE	GABAPENTIN ENACARBIL	TRUE	GABAPENTIN ENACARBIL	TRUE	RX	Gabapentin	GABAPENTIN ENACARBIL	FALSE	
1016	CHEBI:42797		FALSE	GABAPENTIN ENACARBIL	TRUE	GABAPENTIN	TRUE	RX	Gabapentin	GABAPENTIN ENACARBIL|GABAPENTIN	FALSE	
1017	CHEBI:42820		FALSE		FALSE	GUANIDINE HYDROCHLORIDE	TRUE	DISCONTINUED	Guanidine	GUANIDINE 	FALSE	
1018	CHEBI:42944		FALSE	GALANTAMINE HYDROBROMIDE	TRUE	GALANTAMINE HYDROBROMIDE	TRUE	RX	Galantamine	GALANTAMINE HYDROBROMIDE	FALSE	
1019	CHEBI:4304		FALSE	SITAFLOXACIN HYDRATE	TRUE		FALSE		sitafloxacin	SITAFLOXACIN	FALSE	
1020	CHEBI:4309		FALSE		FALSE	DALFOPRISTIN	TRUE	UNSURE	Dalfopristin	DALFOPRISTIN	FALSE	
