curie	drug_name	curie_label	ingredients_list	ingredient_ids	combination_therapy	alternate_ids	approved_japan	marketing_status_europe	approved_eu	marketing_status_usa	approved_usa	is_steroid	is_antimicrobial	is_chemotherapy	is_glucose_regulator
CHEBI:64733	HYDROGEN; POTASSIUM CITRATE; POTASSIUM CITRATE	Potassium citrate	['POTASSIUM CITRATE', 'POTASSIUM HYDROGEN CARBONATE']	['CHEBI:64733', 'PUBCHEM.COMPOUND:23717383']	True; False	['CHEBI:64733', 'UNII:86R1NVR0HW', 'PUBCHEM.COMPOUND:13344', 'CHEMBL.COMPOUND:CHEMBL1200458', 'DRUGBANK:DB09125', 'MESH:D019357', 'CAS:866-84-2', 'DrugCentral:4519', 'INCHIKEY:QEEAPRPFLLJWCF-UHFFFAOYSA-K', 'UMLS:C0137996', 'RXCUI:54993', 'UNII:ZTT95BJ9Y0', 'PUBCHEM.COMPOUND:129724548', 'CAS:209968-02-5', 'INCHIKEY:MCWYAHIQJSBPDX-UHFFFAOYSA-K', 'RXCUI:199376', 'UMLS:C0692836', 'RXCUI:199381', 'UMLS:C0692842', 'RXCUI:220697', 'UMLS:C0724147', 'RXCUI:248421', 'UMLS:C0789859', 'RXCUI:317470', 'UMLS:C0992799', 'RXCUI:336876', 'UMLS:C1134218', 'RXCUI:358407', 'UMLS:C1176528', 'RXCUI:358553', 'UMLS:C1176681', 'RXCUI:358572', 'UMLS:C1176700', 'RXCUI:358621', 'UMLS:C1176751', 'RXCUI:373526', 'UMLS:C1247594', 'RXCUI:373529', 'UMLS:C1247597', 'RXCUI:542395', 'UMLS:C1587973', 'RXCUI:569610', 'UMLS:C1603818', 'RXCUI:569611', 'UMLS:C1587972', 'RXCUI:603281', 'UMLS:C1630435', 'RXCUI:603282', 'UMLS:C1631627', 'RXCUI:898490', 'UMLS:C2740321', 'RXCUI:898516', 'UMLS:C2740337', 'RXCUI:898517', 'UMLS:C2740338', 'RXCUI:1115796', 'UMLS:C3163160', 'RXCUI:1165131', 'UMLS:C3219389', 'RXCUI:1165132', 'UMLS:C3219390', 'RXCUI:1186763', 'UMLS:C3240511', 'RXCUI:1186764', 'UMLS:C3240512', 'RXCUI:1652631', 'UMLS:C4026483', 'UMLS:C5813472', 'RXCUI:2634820', 'UMLS:C0886631', 'RXCUI:1374802', 'UMLS:C0724674', 'RXCUI:221149']		Authorised	1.0	RX	1.0	FALSE	FALSE	FALSE	FALSE
CHEBI:6484	LIOTHYRONINE 	liothyronine sodium			False	['CHEBI:6484', 'UNII:GCA9VV7D2N', 'PUBCHEM.COMPOUND:23666110', 'CHEMBL.COMPOUND:CHEMBL1201119', 'CAS:55-06-1', 'INCHIKEY:SBXXSUDPJJJJLC-YDALLXLXSA-M', 'CHEBI:18258', 'CHEBI:533015', 'UNII:06LU7C9H1V', 'PUBCHEM.COMPOUND:5920', 'PUBCHEM.COMPOUND:7048703', 'CHEMBL.COMPOUND:CHEMBL1544', 'DRUGBANK:DB00279', 'MESH:D014284', 'CAS:6893-02-3', 'DrugCentral:1585', 'GTOPDB:2634', 'HMDB:HMDB0000265', 'KEGG.COMPOUND:C02465', 'INCHIKEY:AUYYCJSJGJYCDS-LBPRGKRZSA-N', 'UMLS:C0041014', 'RXCUI:10814', 'RXCUI:3081', 'RXCUI:220469', 'UMLS:C0723907', 'RXCUI:368869', 'UMLS:C1242862', 'RXCUI:372611', 'UMLS:C1246670', 'RXCUI:903282', 'UMLS:C2746641', 'RXCUI:903297', 'UMLS:C2746651', 'RXCUI:903304', 'UMLS:C2746654', 'RXCUI:903311', 'UMLS:C2746658', 'RXCUI:903437', 'UMLS:C2746677', 'RXCUI:903455', 'UMLS:C2746686', 'RXCUI:903456', 'UMLS:C0981538', 'RXCUI:903457', 'UMLS:C2746687', 'RXCUI:903458', 'UMLS:C0707914', 'RXCUI:903693', 'UMLS:C2746697', 'RXCUI:903694', 'UMLS:C0692427', 'RXCUI:903695', 'UMLS:C2746698', 'RXCUI:903696', 'UMLS:C0713829', 'RXCUI:903697', 'UMLS:C0978217', 'RXCUI:903698', 'UMLS:C2746699', 'RXCUI:903699', 'UMLS:C0707915', 'RXCUI:903700', 'UMLS:C2746700', 'RXCUI:903701', 'UMLS:C0356405', 'RXCUI:903702', 'UMLS:C2746701', 'RXCUI:903703', 'UMLS:C0978218', 'RXCUI:903704', 'UMLS:C2746702', 'RXCUI:903705', 'UMLS:C0707916', 'RXCUI:1158805', 'UMLS:C3213198', 'RXCUI:1158806', 'UMLS:C3213199', 'RXCUI:1158807', 'UMLS:C3213200', 'RXCUI:1174484', 'UMLS:C3228501', 'RXCUI:1174485', 'UMLS:C3228502', 'RXCUI:1184372', 'UMLS:C3238187', 'RXCUI:1867723', 'UMLS:C4307259', 'RXCUI:1867725', 'UMLS:C4307037', 'RXCUI:2648093', 'UMLS:C4720002', 'RXCUI:2649004', 'UMLS:C5837566', 'RXCUI:2655708', 'UMLS:C5839571', 'RXCUI:2657093', 'UMLS:C5840951', 'RXCUI:2660740', 'UMLS:C5844547', 'RXCUI:2661884', 'UMLS:C5845689', 'RXCUI:2662521', 'UMLS:C5846325', 'UMLS:C0546882', 'RXCUI:142448']				RX	1.0	FALSE	FALSE	FALSE	FALSE
CHEBI:6485	LIOTRIX (T4;T3)	Liotrix			False	['CHEBI:6485', 'PUBCHEM.COMPOUND:71371', 'DRUGBANK:DB01583', 'CAS:8065-29-0', 'INCHIKEY:LKYWLLWWYBVUPP-XOCLESOZSA-L', 'UMLS:C0936106']				DISCONTINUED	1.0	TRUE	FALSE	FALSE	FALSE
CHEBI:6503	LISINOPRIL	LISINOPRIL			False	['CHEBI:6503', 'UNII:E7199S1YWR', 'PUBCHEM.COMPOUND:5362118', 'CHEMBL.COMPOUND:CHEMBL419213', 'INCHIKEY:CZRQXSDBMCMPNJ-ZUIPZQNBSA-N', 'CHEBI:43755', 'UNII:7Q3P4BS2FD', 'PUBCHEM.COMPOUND:5362119', 'CHEMBL.COMPOUND:CHEMBL1237', 'DRUGBANK:DB00722', 'MESH:D017706', 'CAS:76547-98-3', 'CAS:77726-95-5', 'DrugCentral:1587', 'GTOPDB:6360', 'HMDB:HMDB0001938', 'INCHIKEY:RLAWWYSOJDYHDC-BZSNNMDCSA-N', 'UMLS:C0065374', 'RXCUI:29046', 'RXCUI:104375', 'UMLS:C0354401', 'RXCUI:104376', 'UMLS:C0354402', 'RXCUI:104377', 'UMLS:C0354403', 'RXCUI:104378', 'UMLS:C0354404', 'RXCUI:196472', 'RXCUI:197884', 'UMLS:C0689376', 'RXCUI:205326', 'UMLS:C0705982', 'RXCUI:206771', 'UMLS:C0707946', 'RXCUI:213482', 'UMLS:C0716558', 'RXCUI:311353', 'UMLS:C0978223', 'RXCUI:311354', 'UMLS:C0978224', 'RXCUI:314076', 'UMLS:C0981555', 'RXCUI:314077', 'UMLS:C0981556', 'RXCUI:316151', 'UMLS:C0987217', 'RXCUI:316152', 'UMLS:C0987218', 'RXCUI:316153', 'UMLS:C0987219', 'RXCUI:316154', 'UMLS:C0987220', 'RXCUI:316155', 'UMLS:C0987221', 'RXCUI:316156', 'UMLS:C0987222', 'RXCUI:368248', 'UMLS:C1242230', 'RXCUI:372614', 'UMLS:C1246673', 'RXCUI:563609', 'UMLS:C1596053', 'RXCUI:563610', 'UMLS:C1596054', 'RXCUI:563611', 'UMLS:C1596055', 'RXCUI:563612', 'UMLS:C1596056', 'RXCUI:567582', 'UMLS:C1600001', 'RXCUI:573370', 'UMLS:C1607561', 'RXCUI:1164689', 'UMLS:C3218961', 'RXCUI:1164690', 'UMLS:C3218962', 'RXCUI:1187283', 'UMLS:C3241025', 'RXCUI:1187284', 'UMLS:C3241026', 'RXCUI:1546022', 'RXCUI:1806881', 'UMLS:C4282552', 'RXCUI:1806882', 'UMLS:C4282553', 'RXCUI:1806883', 'UMLS:C4282554', 'RXCUI:1806884', 'UMLS:C4282555', 'RXCUI:1806885', 'UMLS:C4282556', 'RXCUI:1806886', 'UMLS:C4282557', 'RXCUI:1806887', 'UMLS:C4282558', 'RXCUI:1806888', 'UMLS:C4282559', 'RXCUI:1806889', 'UMLS:C4282560', 'RXCUI:1806890', 'UMLS:C4282561']				RX	1.0	FALSE	FALSE	FALSE	FALSE
CHEBI:65173	ILOPERIDONE	Iloperidone			False	['CHEBI:65173', 'UNII:VPO7KJ050N', 'PUBCHEM.COMPOUND:71360', 'CHEMBL.COMPOUND:CHEMBL14376', 'DRUGBANK:DB04946', 'MESH:C081732', 'CAS:133454-47-4', 'DrugCentral:3294', 'GTOPDB:87', 'HMDB:HMDB0253402', 'INCHIKEY:XMXHEBAFVSFQEX-UHFFFAOYSA-N', 'UMLS:C0247194', 'RXCUI:73178', 'RXCUI:848720', 'UMLS:C2684220', 'RXCUI:848721', 'UMLS:C2684221', 'RXCUI:848722', 'UMLS:C2684222', 'RXCUI:848723', 'UMLS:C2701270', 'RXCUI:848724', 'UMLS:C2684223', 'RXCUI:848725', 'UMLS:C2684224', 'RXCUI:848726', 'UMLS:C2684225', 'RXCUI:848727', 'UMLS:C2684226', 'RXCUI:848728', 'UMLS:C2684227', 'RXCUI:848729', 'UMLS:C2684228', 'RXCUI:848730', 'UMLS:C2684229', 'RXCUI:848731', 'UMLS:C2684230', 'RXCUI:848732', 'UMLS:C2684231', 'RXCUI:848733', 'UMLS:C2684232', 'RXCUI:848734', 'UMLS:C2684233', 'RXCUI:848735', 'UMLS:C2684234', 'RXCUI:848736', 'UMLS:C2684235', 'RXCUI:848737', 'UMLS:C2684236', 'RXCUI:848738', 'UMLS:C2684237', 'RXCUI:848739', 'UMLS:C2684238', 'RXCUI:848740', 'UMLS:C2684239', 'RXCUI:848741', 'UMLS:C2684240', 'RXCUI:848742', 'UMLS:C2684241', 'RXCUI:848743', 'UMLS:C2684242', 'RXCUI:848744', 'UMLS:C2684243', 'RXCUI:848745', 'UMLS:C2684244', 'RXCUI:848746', 'UMLS:C2684245', 'RXCUI:848747', 'UMLS:C2684246', 'RXCUI:848748', 'UMLS:C2684247', 'RXCUI:848749', 'UMLS:C2684248', 'RXCUI:848750', 'UMLS:C2684249', 'RXCUI:848751', 'RXCUI:848752', 'RXCUI:1160677', 'UMLS:C3215037', 'RXCUI:1160678', 'UMLS:C3215038', 'RXCUI:1174678', 'UMLS:C3228695', 'RXCUI:1174679', 'UMLS:C3228696']		Refused	1.0	RX	1.0	FALSE	FALSE	FALSE	FALSE
CHEBI:6520	LOMUSTINE	Lomustine			False	['CHEBI:6520', 'UNII:7BRF0Z81KG', 'PUBCHEM.COMPOUND:3950', 'CHEMBL.COMPOUND:CHEMBL514', 'DRUGBANK:DB01206', 'MESH:D008130', 'CAS:13010-47-4', 'DrugCentral:1596', 'GTOPDB:7214', 'HMDB:HMDB0015337', 'KEGG.COMPOUND:C07079', 'INCHIKEY:GQYIWUVLTXOXAJ-UHFFFAOYSA-N', 'UMLS:C0023972', 'RXCUI:6466', 'RXCUI:197894', 'UMLS:C0689389', 'RXCUI:197895', 'UMLS:C0689390', 'RXCUI:197896', 'UMLS:C0689391', 'RXCUI:316160', 'UMLS:C0987261', 'RXCUI:316161', 'UMLS:C0987262', 'RXCUI:316162', 'UMLS:C0987264', 'RXCUI:372631', 'UMLS:C1246690', 'RXCUI:1165319', 'UMLS:C3219574', 'RXCUI:1165320', 'UMLS:C3219575', 'RXCUI:1545771', 'UMLS:C3848667', 'RXCUI:1545772', 'UMLS:C3848768', 'RXCUI:1545773', 'UMLS:C3848825', 'RXCUI:1545774', 'UMLS:C3848861', 'RXCUI:1545775', 'UMLS:C3848860', 'RXCUI:1545776', 'UMLS:C3848092', 'RXCUI:1545777', 'UMLS:C3848767', 'RXCUI:1545778', 'UMLS:C3848091', 'RXCUI:1545779', 'UMLS:C3848766', 'RXCUI:1545780', 'UMLS:C3848090', 'RXCUI:1720734', 'UMLS:C4058406', 'RXCUI:1720735', 'UMLS:C4058407', 'RXCUI:1720736', 'UMLS:C4058408', 'RXCUI:1720737', 'UMLS:C4058409']				RX	1.0	FALSE	FALSE	TRUE	FALSE
CHEBI:65307	CORTICORELIN OVINE TRIFLUTATE	Corticorelin ovine triflutate			False	['CHEBI:65307', 'UNII:Y124TZ0513', 'PUBCHEM.COMPOUND:16132344', 'PUBCHEM.COMPOUND:70678690', 'CHEMBL.COMPOUND:CHEMBL1201591', 'DRUGBANK:DB09067', 'MESH:C085671', 'CAS:121249-14-7', 'DrugCentral:5195', 'UMLS:C0251515', 'UMLS:C0251516', 'RXCUI:74670', 'RXCUI:74671', 'CHEBI:136037', 'CHEBI:65312', 'UNII:305OE8862Y', 'PUBCHEM.COMPOUND:16186200', 'PUBCHEM.COMPOUND:70678714', 'CHEMBL.COMPOUND:CHEMBL2107324', 'CHEMBL.COMPOUND:CHEMBL2108182', 'DRUGBANK:DB05394', 'DRUGBANK:DB12915', 'MESH:D003346', 'DrugCentral:4858', 'KEGG.COMPOUND:C16079', 'UMLS:C0010132', 'UMLS:C0772289', 'RXCUI:1927940', 'RXCUI:214461', 'RXCUI:236900']					1.0	FALSE	FALSE	FALSE	FALSE
CHEBI:6532	LOPERAMIDE ; LOPERAMIDE HYDROCHLORIDE	Loperamide			False	['CHEBI:6532', 'UNII:6X9OC3H4II', 'PUBCHEM.COMPOUND:3955', 'CHEMBL.COMPOUND:CHEMBL841', 'DRUGBANK:DB00836', 'MESH:D008139', 'CAS:53179-11-6', 'DrugCentral:1599', 'GTOPDB:7215', 'HMDB:HMDB0004999', 'KEGG.COMPOUND:C07080', 'INCHIKEY:RDOIQAHITMMDAJ-UHFFFAOYSA-N', 'UMLS:C0023992', 'RXCUI:6468', 'CHEBI:6533', 'UNII:77TI35393C', 'PUBCHEM.COMPOUND:71420', 'CHEMBL.COMPOUND:CHEMBL1707', 'CAS:34552-83-5', 'INCHIKEY:PGYPOBZJRVSMDS-UHFFFAOYSA-N', 'RXCUI:151889', 'UMLS:C0591635', 'RXCUI:216575', 'UMLS:C0719870', 'RXCUI:217717', 'UMLS:C0721048', 'RXCUI:366237', 'UMLS:C1240205', 'RXCUI:368406', 'UMLS:C1242390', 'RXCUI:369659', 'UMLS:C1243671', 'RXCUI:372632', 'UMLS:C1246691', 'RXCUI:372633', 'UMLS:C1246692', 'RXCUI:372634', 'UMLS:C1246693', 'RXCUI:895815', 'UMLS:C2731674', 'RXCUI:977981', 'UMLS:C2911877', 'RXCUI:977983', 'UMLS:C2911878', 'RXCUI:977985', 'UMLS:C2911879', 'RXCUI:977986', 'UMLS:C0981544', 'RXCUI:977997', 'UMLS:C2911885', 'RXCUI:977999', 'UMLS:C2911886', 'RXCUI:978004', 'UMLS:C2911887', 'RXCUI:978006', 'UMLS:C0689392', 'RXCUI:978009', 'UMLS:C0353914', 'RXCUI:978010', 'UMLS:C0691580', 'RXCUI:978011', 'UMLS:C2911889', 'RXCUI:978012', 'UMLS:C0715001', 'RXCUI:978013', 'UMLS:C0715002', 'RXCUI:1165327', 'UMLS:C3219582', 'RXCUI:1165328', 'UMLS:C3219583', 'RXCUI:1165329', 'UMLS:C3219584', 'RXCUI:1167779', 'UMLS:C3221967', 'RXCUI:1167780', 'UMLS:C3221968', 'RXCUI:1167781', 'UMLS:C3221969', 'RXCUI:1167782', 'UMLS:C3221970', 'RXCUI:1167783', 'UMLS:C3221971', 'RXCUI:1176518', 'UMLS:C3230462', 'RXCUI:1176519', 'UMLS:C3230463', 'RXCUI:1250684', 'UMLS:C3282148', 'RXCUI:1250685', 'UMLS:C1620311', 'RXCUI:1250692', 'UMLS:C3282155', 'RXCUI:1250693', 'UMLS:C1634582', 'RXCUI:1296547', 'UMLS:C3467160', 'RXCUI:1426822', 'UMLS:C2365437', 'RXCUI:1426823', 'UMLS:C3645175', 'RXCUI:1426824', 'UMLS:C3645176', 'RXCUI:1426825', 'UMLS:C3645177', 'RXCUI:1426826', 'UMLS:C3645178', 'RXCUI:1432290', 'UMLS:C3662994', 'RXCUI:1432291', 'UMLS:C3662995', 'RXCUI:2645350', 'UMLS:C4719897', 'RXCUI:2646411', 'UMLS:C4730970', 'RXCUI:2647322', 'UMLS:C4719937', 'RXCUI:2649550', 'UMLS:C4730971', 'RXCUI:2654516', 'UMLS:C5838382', 'RXCUI:2655302', 'UMLS:C5839167', 'RXCUI:2656135', 'UMLS:C5839996', 'RXCUI:2657105', 'UMLS:C5840963', 'RXCUI:2657235', 'UMLS:C5841093', 'RXCUI:2657374', 'UMLS:C5841232', 'RXCUI:2661512', 'UMLS:C5845318', 'RXCUI:2661746', 'UMLS:C5845551', 'RXCUI:2662133', 'UMLS:C5845938', 'UMLS:C0282221', 'RXCUI:82038']				OTC	1.0	FALSE	FALSE	FALSE	FALSE
CHEBI:65344	ACLIDINIUM BROMIDE; ACLIDINIUM ; ACLIDINIUM	aclidinium bromide			False	['CHEBI:65344', 'UNII:UQW7UF9N91', 'PUBCHEM.COMPOUND:11519741', 'CHEMBL.COMPOUND:CHEMBL551466', 'MESH:C542859', 'CAS:320345-99-1', 'INCHIKEY:XLAKJQPTOJHYDR-QTQXQZBYSA-M', 'UMLS:C2699758', 'RXCUI:1303097', 'CHEBI:65346', 'UNII:K17VY42F6C', 'PUBCHEM.COMPOUND:11434515', 'CHEMBL.COMPOUND:CHEMBL1194325', 'DRUGBANK:DB08897', 'CAS:727649-81-2', 'DrugCentral:4484', 'GTOPDB:7449', 'INCHIKEY:ASMXXROZKSBQIH-VITNCHFBSA-N', 'UMLS:C2699757', 'RXCUI:1303098', 'RXCUI:1303099', 'UMLS:C3475313', 'RXCUI:1303100', 'UMLS:C3475314', 'RXCUI:1303101', 'UMLS:C3475315', 'RXCUI:1303102', 'UMLS:C3475316', 'RXCUI:1303103', 'UMLS:C3475317', 'RXCUI:1303104', 'UMLS:C3475318', 'RXCUI:1303105', 'UMLS:C3475319', 'RXCUI:1303106', 'UMLS:C3475320', 'RXCUI:1303107', 'UMLS:C3475321', 'RXCUI:1607111', 'UMLS:C4018028', 'RXCUI:1607112', 'UMLS:C3888356', 'RXCUI:2648844', 'UMLS:C5837428', 'RXCUI:2657306', 'UMLS:C5841164', 'RXCUI:2663041', 'UMLS:C5846845']	1.0	Authorised	1.0	RX	1.0	FALSE	FALSE	FALSE	FALSE
CHEBI:65347	CARFILZOMIB	Carfilzomib			False	['CHEBI:65347', 'UNII:72X6E3J5AR', 'PUBCHEM.COMPOUND:11556711', 'CHEMBL.COMPOUND:CHEMBL451887', 'DRUGBANK:DB08889', 'MESH:C524865', 'CAS:868540-17-4', 'DrugCentral:4483', 'GTOPDB:7420', 'INCHIKEY:BLMPQMFVWMYDKT-NZTKNTHTSA-N', 'UMLS:C2001856', 'RXCUI:1302966', 'RXCUI:1302968', 'UMLS:C3475265', 'RXCUI:1302971', 'UMLS:C3475268', 'RXCUI:1302974', 'UMLS:C3475271', 'RXCUI:1806932', 'UMLS:C4282595', 'RXCUI:1806933', 'UMLS:C4282596', 'RXCUI:1806934', 'UMLS:C4271089', 'RXCUI:1806935', 'UMLS:C4282597', 'RXCUI:1806936', 'UMLS:C4282598', 'RXCUI:1806937', 'UMLS:C4282357', 'RXCUI:1806939', 'UMLS:C4282600', 'RXCUI:1806940', 'UMLS:C3475267', 'RXCUI:1806941', 'UMLS:C4282601', 'RXCUI:1806942', 'UMLS:C3475272', 'RXCUI:2046641', 'UMLS:C4694621', 'RXCUI:2046642', 'UMLS:C4694622', 'RXCUI:2046643', 'UMLS:C4694623', 'RXCUI:2046644', 'UMLS:C4694624']	1.0	Authorised	1.0	RX	1.0	FALSE	FALSE	TRUE	FALSE
CHEBI:65349	MIRABEGRON	Mirabegron			False	['CHEBI:65349', 'UNII:MVR3JL3B2V', 'PUBCHEM.COMPOUND:9865528', 'CHEMBL.COMPOUND:CHEMBL2095212', 'DRUGBANK:DB08893', 'MESH:C520025', 'CAS:223673-61-8', 'DrugCentral:4382', 'GTOPDB:7445', 'INCHIKEY:PBAPPPCECJKMCM-IBGZPJMESA-N', 'UMLS:C2983812', 'RXCUI:1300786', 'RXCUI:1300787', 'UMLS:C3474323', 'RXCUI:1300788', 'UMLS:C3474324', 'RXCUI:1300789', 'UMLS:C3474325', 'RXCUI:1300790', 'UMLS:C3474326', 'RXCUI:1300791', 'UMLS:C3474327', 'RXCUI:1300792', 'UMLS:C3485428', 'RXCUI:1300793', 'UMLS:C3474328', 'RXCUI:1300794', 'UMLS:C3474329', 'RXCUI:1300795', 'UMLS:C3474330', 'RXCUI:1300796', 'UMLS:C3474331', 'RXCUI:1300797', 'UMLS:C3474332', 'RXCUI:1300800', 'UMLS:C3474335', 'RXCUI:1300801', 'UMLS:C3474336', 'RXCUI:1300802', 'UMLS:C3474337', 'RXCUI:1300803', 'UMLS:C3474338', 'RXCUI:2541230', 'UMLS:C5454877', 'RXCUI:2541231', 'UMLS:C5454878', 'RXCUI:2541232', 'UMLS:C5454879', 'RXCUI:2541233', 'UMLS:C5449496', 'RXCUI:2541234', 'UMLS:C5454880', 'RXCUI:2541235', 'UMLS:C5454881', 'RXCUI:2541236', 'UMLS:C5454882', 'RXCUI:2541237', 'UMLS:C5449472']	1.0	Authorised	1.0	RX	1.0	FALSE	FALSE	FALSE	FALSE
CHEBI:6538	LORATADINE	Loratadine			False	['CHEBI:6538', 'UNII:7AJO3BO7QN', 'PUBCHEM.COMPOUND:3957', 'CHEMBL.COMPOUND:CHEMBL998', 'DRUGBANK:DB00455', 'MESH:D017336', 'CAS:79794-75-5', 'DrugCentral:1605', 'GTOPDB:7216', 'HMDB:HMDB0005000', 'INCHIKEY:JCCNYMKQOSZNPW-UHFFFAOYSA-N', 'UMLS:C0065180', 'RXCUI:28889', 'RXCUI:203576', 'UMLS:C0701055', 'RXCUI:206805', 'UMLS:C0707987', 'RXCUI:311372', 'UMLS:C0978245', 'RXCUI:311373', 'UMLS:C0978246', 'RXCUI:316166', 'UMLS:C0987269', 'RXCUI:316167', 'UMLS:C0987270', 'RXCUI:316168', 'UMLS:C0987271', 'RXCUI:351855', 'UMLS:C1169454', 'RXCUI:368858', 'UMLS:C1242850', 'RXCUI:372643', 'UMLS:C1246702', 'RXCUI:374597', 'UMLS:C1248684', 'RXCUI:567613', 'UMLS:C1600032', 'RXCUI:571985', 'UMLS:C1606183', 'RXCUI:608012', 'UMLS:C1659070', 'RXCUI:608013', 'UMLS:C1657412', 'RXCUI:665077', 'UMLS:C1813010', 'RXCUI:665078', 'UMLS:C1813011', 'RXCUI:668467', 'UMLS:C1813177', 'RXCUI:668468', 'UMLS:C1813178', 'RXCUI:668469', 'UMLS:C1813179', 'RXCUI:672558', 'UMLS:C1813805', 'RXCUI:692782', 'UMLS:C1876034', 'RXCUI:692783', 'UMLS:C1873556', 'RXCUI:700794', 'UMLS:C1878815', 'RXCUI:700795', 'UMLS:C1878816', 'RXCUI:744829', 'UMLS:C1967555', 'RXCUI:744830', 'UMLS:C0716465', 'RXCUI:755476', 'UMLS:C0713837', 'RXCUI:755478', 'UMLS:C1876808', 'RXCUI:756974', 'UMLS:C1239047', 'RXCUI:756976', 'UMLS:C1878817', 'RXCUI:828268', 'UMLS:C2370473', 'RXCUI:828269', 'UMLS:C2370474', 'RXCUI:836337', 'UMLS:C2610006', 'RXCUI:836338', 'UMLS:C2610007', 'RXCUI:904026', 'UMLS:C2746825', 'RXCUI:1020123', 'UMLS:C2940262', 'RXCUI:1020124', 'UMLS:C2940263', 'RXCUI:1020125', 'UMLS:C2940264', 'RXCUI:1020126', 'UMLS:C2940265', 'RXCUI:1087049', 'UMLS:C2962744', 'RXCUI:1087050', 'UMLS:C2962745', 'RXCUI:1087051', 'UMLS:C2962746', 'RXCUI:1165335', 'UMLS:C3219590', 'RXCUI:1165336', 'UMLS:C3219591', 'RXCUI:1165337', 'UMLS:C3219592', 'RXCUI:1171567', 'UMLS:C3225639', 'RXCUI:1171568', 'UMLS:C3225640', 'RXCUI:1171569', 'UMLS:C3225641', 'RXCUI:1180290', 'UMLS:C3234150', 'RXCUI:1180291', 'UMLS:C3234151', 'RXCUI:1187915', 'UMLS:C3241649', 'RXCUI:1187916', 'UMLS:C3241650', 'RXCUI:1187917', 'UMLS:C3241651', 'RXCUI:1295085', 'UMLS:C3465749', 'RXCUI:1295139', 'UMLS:C3465803', 'RXCUI:1296601', 'UMLS:C3467212', 'RXCUI:1297046', 'UMLS:C3467635', 'RXCUI:1358469', 'UMLS:C3505476', 'RXCUI:1358470', 'UMLS:C3505477', 'RXCUI:1358471', 'UMLS:C3505478', 'RXCUI:1862279', 'UMLS:C4294637', 'RXCUI:1862280', 'UMLS:C4294009', 'RXCUI:2180647', 'UMLS:C5196247', 'RXCUI:2180648', 'UMLS:C5196303', 'RXCUI:2180649', 'UMLS:C5196328', 'RXCUI:2180650', 'UMLS:C5195919', 'RXCUI:2265266', 'UMLS:C5222094', 'RXCUI:2265267', 'UMLS:C5221533']	1.0			OTC	1.0	FALSE	FALSE	FALSE	FALSE
