	Unnamed: 0_x	single_ID	ID_Label_x	Name_EMA	Therapy_Name_x	Approved_Europe	Combination_Therapy_x	Ingredient_IDs_x	Unnamed: 0_y	Name_PMDA	Therapy_Name_y	ID_Label_y	Approved_Japan	Combination_Therapy_y	Ingredient_IDs_y	Unnamed: 0	ID_Label	Name_Orange_Book	Therapy_Name	Approved_USA	Combination_Therapy	Ingredient_IDs	Available_USA
849		CHEBI:178014														2392.0	OR-1896	CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE	CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE;  LACTATE	True	True	['CHEBI:3312', 'CHEBI:4167', 'CHEBI:32588', 'CHEBI:26710', 'CHEBI:422']	RX
850		CHEBI:178014														2394.0	OR-1896	DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE	DEXAMETHASONE; NEOMYCIN ; POLYMYXIN B 	True	True	['CHEBI:4462', 'CHEBI:7507', 'CHEBI:8310']	RX
851		CHEBI:178014														2395.0	OR-1896	ESTRADIOL; LEVONORGESTREL	ESTRADIOL; LEVONORGESTREL	True	True	['CHEBI:16469', 'CHEBI:6443']	RX
852		CHEBI:178014														2396.0	OR-1896	ACLIDINIUM BROMIDE; FORMOTEROL FUMARATE	ACLIDINIUM ; FORMOTEROL 	True	True	['CHEBI:65344', 'PUBCHEM.COMPOUND:9919001']	RX
853		CHEBI:178014														2398.0	OR-1896	IVACAFTOR; IVACAFTOR, TEZACAFTOR	IVACAFTOR; IVACAFTOR, TEZACAFTOR	True	True	['CHEBI:66901', 'PUBCHEM.COMPOUND:165363555']	RX
854		CHEBI:178014														2411.0	OR-1896	AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE	AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE	True	True	['CHEBI:22918', 'CHEBI:6636', 'CHEBI:131527', 'CHEBI:32954', 'CHEBI:26710']	DISCONTINUED
855		CHEBI:178014														2412.0	OR-1896	HYDROCHLOROTHIAZIDE; TIMOLOL MALEATE	HYDROCHLOROTHIAZIDE; TIMOLOL 	True	True	['CHEBI:5778', 'CHEBI:9599']	DISCONTINUED
856		CHEBI:178014														2413.0	OR-1896	ACETAMINOPHEN; PENTAZOCINE HYDROCHLORIDE	ACETAMINOPHEN; PENTAZOCINE 	True	True	['CHEBI:46195', 'CHEBI:7982']	DISCONTINUED
857		CHEBI:178014														2417.0	OR-1896	ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE	ASPIRIN; CAFFEINE; ORPHENADRINE 	True	True	['CHEBI:15365', 'CHEBI:27732', 'CHEBI:7789']	RX
858		CHEBI:178014														2419.0	OR-1896	AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE SULFATE	AMPHETAMINE; AMPHETAMINE ASPARTATE/DEXTROAMPHETAMINE 	True	True	['CHEBI:51063', 'CHEMBL.COMPOUND:CHEMBL5095048']	RX
859		CHEBI:178014														2422.0	OR-1896	CHLORPHENIRAMINE MALEATE; IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE	CHLORPHENIRAMINE ; IBUPROFEN; PSEUDOEPHEDRINE 	True	True	['CHEBI:3645', 'CHEBI:5855', 'CHEBI:8604']	OTC
860		CHEBI:178014														2423.0	OR-1896	PHENAZOPYRIDINE HYDROCHLORIDE; SULFAMETHOXAZOLE	PHENAZOPYRIDINE ; SULFAMETHOXAZOLE	True	True	['CHEBI:71419', 'CHEBI:9332']	DISCONTINUED
861		CHEBI:178014														2427.0	OR-1896	CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM LACTATE	CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE;  LACTATE	True	True	['CHEBI:3312', 'CHEBI:6636', 'CHEBI:32588', 'CHEBI:32954', 'CHEBI:26710', 'CHEBI:422']	DISCONTINUED
862		CHEBI:178014														2436.0	OR-1896	LORATADINE; PSEUDOEPHEDRINE SULFATE	LORATADINE; PSEUDOEPHEDRINE 	True	True	['CHEBI:6538', 'UNII:Y9DL7QPE6B']	OTC
863		CHEBI:178014														2438.0	OR-1896	ACETAMINOPHEN; ASPIRIN; CAFFEINE	ACETAMINOPHEN; ASPIRIN; CAFFEINE	True	True	['CHEBI:46195', 'CHEBI:15365', 'CHEBI:27732']	OTC
864		CHEBI:178014														2446.0	OR-1896	DEXTROMETHORPHAN HYDROBROMIDE; PROMETHAZINE HYDROCHLORIDE	DEXTROMETHORPHAN HYDROBROMIDE; PROMETHAZINE 	True	True	['CHEBI:4470', 'CHEBI:8461']	RX
865		CHEBI:178014														2455.0	OR-1896	GLIMEPIRIDE; PIOGLITAZONE HYDROCHLORIDE	GLIMEPIRIDE; PIOGLITAZONE 	True	True	['CHEBI:5383', 'CHEBI:8228']	RX
866		CHEBI:178014														2456.0	OR-1896	IBUPROFEN; OXYCODONE HYDROCHLORIDE	IBUPROFEN; OXYCODONE 	True	True	['CHEBI:5855', 'CHEBI:7852']	DISCONTINUED
867		CHEBI:178014														2470.0	OR-1896	ETHINYL ESTRADIOL; FERROUS FUMARATE; NORETHINDRONE	ETHINYL ESTRADIOL; FERROUS FUMARATE; NORETHINDRONE	True	True	['CHEBI:4903', 'CHEBI:31607', 'CHEBI:7627']	DISCONTINUED
868		CHEBI:178014														2492.0	OR-1896	NALOXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE	NALOXONE ; OXYCODONE 	True	True	['CHEBI:7459', 'CHEBI:7852']	DISCONTINUED
869		CHEBI:178014														2496.0	OR-1896	TRIPLE SULFA (SULFABENZAMIDE;SULFACETAMIDE;SULFATHIAZOLE)	TRIPLE SULFA (SULFABENZAMIDE;SULFACETAMIDE;SULFATHIAZOLE)	True	True	['RXCUI:2109031']	DISCONTINUED
870		CHEBI:178014														2506.0	OR-1896	CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE	CANAGLIFLOZIN; METFORMIN 	True	True	['CHEBI:73272', 'CHEBI:6801']	RX
871		CHEBI:178014														2507.0	OR-1896	LEDIPASVIR; SOFOSBUVIR	LEDIPASVIR; SOFOSBUVIR	True	True	['CHEBI:85089', 'CHEBI:85083']	RX
872		CHEBI:178014														2519.0	OR-1896	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)	True	True	['CHEBI:102265']	DISCONTINUED
873		CHEBI:178014														2636.0	OR-1896	LIOTRIX (T4;T3)	LIOTRIX (T4;T3)	True	True	['CHEBI:6485']	DISCONTINUED
874		CHEBI:178014														2711.0	OR-1896	TRIPLE SULFA (SULFABENZAMIDE;SULFACETAMIDE;SULFATHIAZOLE)	TRIPLE SULFA (SULFABENZAMIDE;SULFACETAMIDE;SULFATHIAZOLE)	True	True	['RXCUI:2109031']	DISCONTINUED
875	563.0	CHEBI:178199	Sotorasib	SOTORASIB	SOTORASIB	True	False		900.0	SOTORASIB	SOTORASIB	Sotorasib	True	False		1242.0	Sotorasib	SOTORASIB	SOTORASIB	True	False		RX
876		CHEBI:17823														1679.0	Calcitriol	CALCITRIOL	CALCITRIOL	True	False		RX
877		CHEBI:17824														759.0	Isopropyl alcohol	ISOPROPYL ALCOHOL	ISOPROPYL ALCOHOL	True	False		OTC
878		CHEBI:17833							229.0	GENTAMICIN SULFATE	GENTAMICIN	Gentamicin	True	False									
879		CHEBI:17858														2653.0	Glutathione disulfide	GLUTATHIONE DISULFIDE	GLUTATHIONE 	True	False		UNSURE
880		CHEBI:178699							1013.0	MONOETHANOLAMINE OLEATE	MONOETHANOLAMINE OLEATE	Ethanolamine oleate	True	False		757.0	Ethanolamine oleate	ETHANOLAMINE OLEATE	ETHANOLAMINE OLEATE	True	False		RX
881		CHEBI:17895														2617.0	Tyrosine	TYROSINE	TYROSINE	True	False		UNSURE
882		CHEBI:17924														716.0	Sorbitol	SORBITOL	SORBITOL	True	False		RX
883		CHEBI:17933														1135.0	Calcifediol	CALCIFEDIOL	CALCIFEDIOL	True	False		RX
884		CHEBI:17941														2085.0	Isoflurophate	ISOFLUROPHATE	ISOFLUROPHATE	True	False		DISCONTINUED
885		CHEBI:17987														880.0	Benzyl alcohol	BENZYL ALCOHOL	BENZYL ALCOHOL	True	False		DISCONTINUED
886		CHEBI:18050														294.0	L-Glutamine	L-GLUTAMINE	L-GLUTAMINE	True	False		RX
887		CHEBI:180554							300.0	DEXAMETHASONE CIPECILATE	DEXAMETHASONE CIPECILATE	[2-[(8S,9R,10S,11S,13S,14S,16R,17R)-17-(cyclopropanecarbonyloxy)-9-luoro-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] cyclohexanecarboxylate	True	False									
888		CHEBI:180653							337.0	MOLNUPIRAVIR	MOLNUPIRAVIR	Molnupiravir	True	False									
889		CHEBI:18067														1495.0	Phylloquinone	PHYTONADIONE	PHYTONADIONE	True	False		RX
890		CHEBI:18145							1185.0	PROPITOCAIN E	PROPITOCAIN E	Vitamin E	True	False		2552.0	Vitamin E	ALPHA-TOCOPHEROL ACETATE	ALPHA-TOCOPHEROL 	True	False		UNSURE
891		CHEBI:18145							1185.0	PROPITOCAIN E	PROPITOCAIN E	Vitamin E	True	False		2577.0	Vitamin E	VITAMIN E	VITAMIN E	True	False		UNSURE
892		CHEBI:18145							1316.0	HYDROCHLOROTHIAZID E	HYDROCHLOROTHIAZID E	Vitamin E	True	False		2552.0	Vitamin E	ALPHA-TOCOPHEROL ACETATE	ALPHA-TOCOPHEROL 	True	False		UNSURE
893		CHEBI:18145							1316.0	HYDROCHLOROTHIAZID E	HYDROCHLOROTHIAZID E	Vitamin E	True	False		2577.0	Vitamin E	VITAMIN E	VITAMIN E	True	False		UNSURE
894		CHEBI:18222														2458.0	xylose	XYLOSE	XYLOSE	True	False		DISCONTINUED
895		CHEBI:18246														788.0	(1->4)-beta-D-glucan	CELLULOSE SODIUM PHOSPHATE	CELLULOSE  	True	False		DISCONTINUED
896		CHEBI:18295														620.0	Histamine	HISTAMINE PHOSPHATE	HISTAMINE 	True	False		DISCONTINUED
897		CHEBI:18358														619.0	Methoxsalen	METHOXSALEN	METHOXSALEN	True	False		RX
898		CHEBI:183811														671.0	Moxidectin	MOXIDECTIN	MOXIDECTIN	True	False		RX
899	151.0	CHEBI:184555	Pentosan polysulfate	PENTOSAN POLYSULFATE SODIUM	PENTOSAN POLYSULFATE 	True	False									2021.0	Pentosan polysulfate	PENTOSAN POLYSULFATE SODIUM	PENTOSAN POLYSULFATE 	True	False		RX
900		CHEBI:187893							1034.0	BACLOFEN	BACLOFEN	Baclofen	True	False		1450.0	Baclofen	BACLOFEN	BACLOFEN	True	False		RX
901		CHEBI:188153														1377.0	Oteseconazole	OTESECONAZOLE	OTESECONAZOLE	True	False		RX
902		CHEBI:188559														895.0	Palovarotene	PALOVAROTENE	PALOVAROTENE	True	False		RX
903	587.0	CHEBI:188719	Ertugliflozin	ERTUGLIFLOZIN	ERTUGLIFLOZIN	True	False									1166.0	Ertugliflozin	ERTUGLIFLOZIN	ERTUGLIFLOZIN	True	False		RX
904	106.0	CHEBI:188986	aldehydo-D-idose	TRAVOPROST	TRAVOPROST	True	False		975.0	TRAVOPROST	TRAVOPROST	aldehydo-D-idose	True	False		1095.0	aldehydo-D-idose	TRAVOPROST	TRAVOPROST	True	False		RX
905		CHEBI:192509							1314.0	FOSLEVODOPA	FOSLEVODOPA	Foslevodopa	True	False									
906		CHEBI:192511							1105.0	FOSLEVODOPA; FOSCARBIDOPA HYDRATE	FOSLEVODOPA; FOSCARBIDOPA	Foscarbidopa	True	True	['CHEBI:192509', 'CHEBI:192511']								
907		CHEBI:192511							1315.0	FOSCARBIDOPA HYDRATE	FOSCARBIDOPA	Foscarbidopa	True	False									
908		CHEBI:192617														2145.0	Abametapir	ABAMETAPIR	ABAMETAPIR	True	False		DISCONTINUED
909		CHEBI:192671														39.0	Trenbolone acetate	PEGULICIANINE ACETATE	PEGULICIANINE 	True	False		RX
910	16.0	CHEBI:192761	Iron sucrose	SUCROFERRIC OXYHYDROXIDE	SUCROFERRIC OXYHYDROXIDE	True	False		987.0	SUCROFERRIC OXYHYDROXIDE	SUCROFERRIC OXYHYDROXIDE	Iron sucrose	True	False									
911		CHEBI:194135														2316.0	Ofloxacin	OFLOXACIN	OFLOXACIN	True	False		RX
912	471.0	CHEBI:194186	Tirzepatide	TIRZEPATIDE	TIRZEPATIDE	True	False		919.0	TIRZEPATIDE	TIRZEPATIDE	Tirzepatide	True	False		1232.0	Tirzepatide	TIRZEPATIDE	TIRZEPATIDE	True	False		RX
913		CHEBI:195280							1299.0	ARTEMETHER	ARTEMETHER	Artemether	True	False		2549.0	Artemether	ARTEMETHER	ARTEMETHER	True	False		UNSURE
914	725.0	CHEBI:195558	Entrectinib	ENTRECTINIB	ENTRECTINIB	True	False		826.0	ENTRECTINIB	ENTRECTINIB	Entrectinib	True	False		947.0	Entrectinib	ENTRECTINIB	ENTRECTINIB	True	False		RX
915	452.0	CHEBI:196955	Atogepant	ATOGEPANT	ATOGEPANT	True	False									1369.0	Atogepant	ATOGEPANT	ATOGEPANT	True	False		RX
916	146.0	CHEBI:2038	Azacitidine	AZACITIDINE	AZACITIDINE	True	False		373.0	AZACITIDINE	AZACITIDINE	Azacitidine	True	False		1303.0	Azacitidine	AZACITIDINE	AZACITIDINE	True	False		RX
917		CHEBI:204734														85.0	Desonide	DESONIDE	DESONIDE	True	False		RX
918		CHEBI:215747														1260.0	Tapinarof	TAPINAROF	TAPINAROF	True	False		RX
919	196.0	CHEBI:2208	MERCAPTOPURINE	MERCAPTOPURINE	MERCAPTOPURINE	True	False									1869.0	MERCAPTOPURINE	MERCAPTOPURINE	MERCAPTOPURINE	True	False		RX
920		CHEBI:22652														289.0	Ascorbic acid	ASCORBIC ACID	ASCORBIC ACID	True	False		RX
921		CHEBI:228302														509.0	Zuranolone	ZURANOLONE	ZURANOLONE	True	False		RX
922		CHEBI:228304														120.0	Vamorolone	VAMOROLONE	VAMOROLONE	True	False		RX
923		CHEBI:228365							726.0	PEMAFIBRATE	PEMAFIBRATE	Pemafibrate	True	False									
924		CHEBI:22918														1787.0	branched-chain amino acid	AMINO ACIDS	AMINO ACIDS	True	False		RX
925	755.0	CHEBI:229212	Pirtobrutinib	PIRTOBRUTINIB	PIRTOBRUTINIB	True	False									1329.0	Pirtobrutinib	PIRTOBRUTINIB	PIRTOBRUTINIB	True	False		RX
926	750.0	CHEBI:229213	Elacestrant	ELACESTRANT	ELACESTRANT	True	False									2293.0	Elacestrant	ELACESTRANT DIHYDROCHLORIDE	ELACESTRANT DIHYDROCHLORIDE	True	False		RX
927		CHEBI:229218														898.0	NIROGACESTAT HYDROBROMIDE	NIROGACESTAT HYDROBROMIDE	NIROGACESTAT HYDROBROMIDE	True	False		RX
928		CHEBI:229220														2229.0	Repotrectinib	REPOTRECTINIB	REPOTRECTINIB	True	False		RX
929		CHEBI:229221														1571.0	Fruquintinib	FRUQUINTINIB	FRUQUINTINIB	True	False		RX
930		CHEBI:229222							1114.0	CAPIVASERTIB	CAPIVASERTIB	Capivasertib	True	False		1678.0	Capivasertib	CAPIVASERTIB	CAPIVASERTIB	True	False		RX
931		CHEBI:229223							614.0	DAPRODUSTAT	DAPRODUSTAT	Daprodustat	True	False		2503.0	Daprodustat	DAPRODUSTAT	DAPRODUSTAT	True	False		DISCONTINUED
932		CHEBI:229225														76.0	Bexagliflozin	BEXAGLIFLOZIN	BEXAGLIFLOZIN	True	False		RX
933		CHEBI:229226														240.0	Sotagliflozin	SOTAGLIFLOZIN	SOTAGLIFLOZIN	True	False		RX
934	494.0	CHEBI:229233	Ritlecitinib	RITLECITINIB	RITLECITINIB	True	False		850.0	RITLECITINIB TOSILATE	RITLECITINIB TOSILATE	Ritlecitinib	True	False		1454.0	Ritlecitinib	RITLECITINIB TOSYLATE	RITLECITINIB TOSYLATE	True	False		RX
935		CHEBI:229236														181.0	Fezolinetant	FEZOLINETANT	FEZOLINETANT	True	False		RX
936		CHEBI:229526														948.0	Sparsentan	SPARSENTAN	SPARSENTAN	True	False		RX
937		CHEBI:229544														2668.0	DURLOBACTAM SODIUM	DURLOBACTAM SODIUM	DURLOBACTAM 	True	False		UNSURE
938		CHEBI:229599														2057.0	Trofinetide	TROFINETIDE	TROFINETIDE	True	False		RX
939		CHEBI:229643														25.0	Zavegepant	ZAVEGEPANT HYDROCHLORIDE	ZAVEGEPANT 	True	False		RX
940		CHEBI:229649														1924.0	Leniolisib	LENIOLISIB PHOSPHATE	LENIOLISIB 	True	False		RX
941		CHEBI:229657														811.0	Lotilaner	LOTILANER	LOTILANER	True	False		RX
942		CHEBI:229658														1977.0	Perfluorohexyloctane	PERFLUOROHEXYLOCTANE	PERFLUOROHEXYLOCTANE	True	False		RX
943		CHEBI:229659							710.0	ZILUCOPLAN SODIUM	ZILUCOPLAN	Zilucoplan	True	False									
944		CHEBI:229660														2171.0	zilucoplan sodium	ZILUCOPLAN SODIUM	ZILUCOPLAN 	True	False		RX
945		CHEBI:229661														2300.0	Omaveloxolone	OMAVELOXOLONE	OMAVELOXOLONE	True	False		RX
946	56.0	CHEBI:229764	Selinexor	SELINEXOR	SELINEXOR	True	False									2271.0	Selinexor	SELINEXOR	SELINEXOR	True	False		RX
947		CHEBI:22984														2654.0	Calcium	CALCIUM	CALCIUM	True	False		UNSURE
948		CHEBI:230470														1467.0	REZAFUNGIN ACETATE	REZAFUNGIN ACETATE	REZAFUNGIN 	True	False		RX
949		CHEBI:230550							851.0	ROXATIDINE ACETATE HYDROCHLORIDE	ROXATIDINE	ROXATIDINE	True	False									
950	383.0	CHEBI:230846	Pegvaliase	PEGVALIASE	PEGVALIASE	True	False		618.0	PEGVALIASE	PEGVALIASE	Pegvaliase	True	False									
951	52.0	CHEBI:230905	Ribociclib	RIBOCICLIB	RIBOCICLIB	True	False									2218.0	Ribociclib	RIBOCICLIB SUCCINATE	RIBOCICLIB SUCCINATE	True	False		RX
952		CHEBI:231032														1399.0	Brincidofovir	BRINCIDOFOVIR	BRINCIDOFOVIR	True	False		RX
953		CHEBI:231087														213.0	Trilaciclib	TRILACICLIB DIHYDROCHLORIDE	TRILACICLIB DIHYDROCHLORIDE	True	False		RX
954		CHEBI:231333														704.0	givinostat hydrochloride	GIVINOSTAT HYDROCHLORIDE	GIVINOSTAT 	True	False		RX
955	83.0	CHEBI:231344	Talazoparib	TALAZOPARIB	TALAZOPARIB	True	False		11.0	TALAZOPARIB TOSILATE	TALAZOPARIB TOSILATE	Talazoparib	True	False		298.0	Talazoparib	TALAZOPARIB TOSYLATE	TALAZOPARIB TOSYLATE	True	False		RX
956		CHEBI:231412														830.0	PACRITINIB CITRATE	PACRITINIB CITRATE	PACRITINIB 	True	False		RX
957		CHEBI:231416							133.0	DANICOPAN	DANICOPAN	Danicopan	True	False		1917.0	Danicopan	DANICOPAN	DANICOPAN	True	False		RX
958	295.0	CHEBI:231425	tolvaptan	TOLVAPTAN	TOLVAPTAN	True	False		30.0	TOLVAPTAN	TOLVAPTAN	tolvaptan	True	False		2453.0	tolvaptan	TOLVAPTAN	TOLVAPTAN	True	False		RX
959	295.0	CHEBI:231425	tolvaptan	TOLVAPTAN	TOLVAPTAN	True	False		1039.0	TOLVAPTAN SODIUM PHOSPHATE	TOLVAPTAN	tolvaptan	True	False		2453.0	tolvaptan	TOLVAPTAN	TOLVAPTAN	True	False		RX
960		CHEBI:23414														1788.0	Cupric sulfate	CUPRIC SULFATE	CUPRIC SULFATE	True	False		RX
961	449.0	CHEBI:2361	ABACAVIR SULFATE	ABACAVIR	ABACAVIR	True	False		1006.0	ABACAVIR SULFATE	ABACAVIR	ABACAVIR SULFATE	True	False		1899.0	ABACAVIR SULFATE	ABACAVIR SULFATE	ABACAVIR 	True	False		RX
962	888.0	CHEBI:2361	ABACAVIR SULFATE	ABACAVIR (AS SULFATE)	ABACAVIR (AS SULFATE)	True	False		1006.0	ABACAVIR SULFATE	ABACAVIR	ABACAVIR SULFATE	True	False		1899.0	ABACAVIR SULFATE	ABACAVIR SULFATE	ABACAVIR 	True	False		RX
963	957.0	CHEBI:2361	ABACAVIR SULFATE	ABACAVIR SULFATE	ABACAVIR 	True	False		1006.0	ABACAVIR SULFATE	ABACAVIR	ABACAVIR SULFATE	True	False		1899.0	ABACAVIR SULFATE	ABACAVIR SULFATE	ABACAVIR 	True	False		RX
964		CHEBI:2376														701.0	acarbose	ACARBOSE	ACARBOSE	True	False		RX
965		CHEBI:23765														1680.0	Sparfloxacin	SPARFLOXACIN	SPARFLOXACIN	True	False		DISCONTINUED
966		CHEBI:2379														506.0	Acebutolol	ACEBUTOLOL HYDROCHLORIDE	ACEBUTOLOL 	True	False		RX
967		CHEBI:2402														2266.0	ACETOPHENAZINE MALEATE	ACETOPHENAZINE MALEATE	ACETOPHENAZINE 	True	False		DISCONTINUED
968		CHEBI:241349														2546.0	DL-dimyristoylphosphatidylcholine	DIMYRISTOYL LECITHIN	DIMYRISTOYL LECITHIN	True	False		UNSURE
969		CHEBI:2417							603.0	ACETYLCHOLINE CHLORIDE	ACETYLCHOLINE	ACETYLCHOLINE CHLORIDE	True	False		1478.0	ACETYLCHOLINE CHLORIDE	ACETYLCHOLINE CHLORIDE	ACETYLCHOLINE 	True	False		RX
970		CHEBI:2453							555.0	ACICLOVIR	ACICLOVIR	Acyclovir	True	False		442.0	Acyclovir	ACYCLOVIR	ACYCLOVIR	True	False		RX
971		CHEBI:24564														1572.0	Altretamine	ALTRETAMINE	ALTRETAMINE	True	False		DISCONTINUED
972		CHEBI:2469							189.0	ADEFOVIR PIVOXIL	ADEFOVIR PIVOXIL	Adefovir	True	False		1547.0	Adefovir	ADEFOVIR DIPIVOXIL	ADEFOVIR DIPIVOXIL	True	False		RX
973	927.0	CHEBI:25094	lysine	LYSINE	LYSINE	True	False																
974		CHEBI:25187							347.0	L- MENTHOL	L- MENTHOL	Menthol	True	False		2639.0	Menthol	MENTHOL	MENTHOL	True	False		UNSURE
975		CHEBI:2549														1376.0	Salbutamol	ALBUTEROL	ALBUTEROL	True	False		DISCONTINUED
976	530.0	CHEBI:2566	alendronate sodium trihydrate	ALENDRONIC ACID, COLECALCIFEROL	ALENDRONIC ACID; COLECALCIFEROL	True	True	['CHEBI:2566', 'PUBCHEM.COMPOUND:146159467']	199.0	ALENDRONATE SODIUM HYDRATE	ALENDRONATE	alendronate sodium trihydrate	True	False		416.0	alendronate sodium trihydrate	ALENDRONATE SODIUM	ALENDRONATE 	True	False		RX
977	948.0	CHEBI:2566	alendronate sodium trihydrate	ALENDRONIC ACID	ALENDRONIC ACID	True	False		199.0	ALENDRONATE SODIUM HYDRATE	ALENDRONATE	alendronate sodium trihydrate	True	False		416.0	alendronate sodium trihydrate	ALENDRONATE SODIUM	ALENDRONATE 	True	False		RX
978		CHEBI:2569														903.0	Alfentanil	ALFENTANIL HYDROCHLORIDE	ALFENTANIL 	True	False		RX
979		CHEBI:26078														2585.0	Phosphoric acid	PHOSPHORIC ACID	PHOSPHORIC ACID	True	False		UNSURE
980		CHEBI:2611														1293.0	Alprazolam	ALPRAZOLAM	ALPRAZOLAM	True	False		RX
981		CHEBI:261649														2569.0	Bismuth subsalicylate	BISMUTH SUBSALICYLATE	BISMUTH SUBSALICYLATE	True	False		UNSURE
982		CHEBI:2619														1672.0	AMANTADINE HYDROCHLORIDE	AMANTADINE HYDROCHLORIDE	AMANTADINE 	True	False		RX
983		CHEBI:2627														1558.0	Ambenonium	AMBENONIUM CHLORIDE	AMBENONIUM 	True	False		DISCONTINUED
984		CHEBI:2636														1251.0	Amifostine	AMIFOSTINE	AMIFOSTINE	True	False		RX
985	246.0	CHEBI:2637	Amikacin	AMIKACIN	AMIKACIN	True	False		383.0	AMIKACIN SULFATE	AMIKACIN	Amikacin	True	False									
986		CHEBI:2639														690.0	Amiloride	AMILORIDE HYDROCHLORIDE	AMILORIDE 	True	False		RX
987		CHEBI:2654														719.0	Aminoglutethimide	AMINOGLUTETHIMIDE	AMINOGLUTETHIMIDE	True	False		DISCONTINUED
988		CHEBI:2659														1191.0	Aminophylline	AMINOPHYLLINE	AMINOPHYLLINE	True	False		RX
989		CHEBI:2663							757.0	AMIODARONE HYDROCHLORIDE	AMIODARONE	Amiodarone	True	False		11.0	Amiodarone	AMIODARONE HYDROCHLORIDE	AMIODARONE 	True	False		RX
990		CHEBI:26642														1090.0	Selenious acid	SELENIOUS ACID	SELENIOUS ACID	True	False		RX
991		CHEBI:2666							1170.0	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE	Amitriptyline	True	False		1950.0	Amitriptyline	AMITRIPTYLINE HYDROCHLORIDE	AMITRIPTYLINE 	True	False		RX
992	338.0	CHEBI:2668	Amlodipine	AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE	AMLODIPINE; HYDROCHLOROTHIAZIDE; VALSARTAN	True	True	['CHEBI:2668', 'CHEBI:5778', 'CHEBI:9927']	55.0	TELMISARTAN; AMLODIPINE BESILATE; HYDROCHLOROTHIAZIDE	TELMISARTAN; AMLODIPINE; HYDROCHLOROTHIAZIDE	Amlodipine	True	True	['CHEBI:9434', 'CHEBI:2668', 'CHEBI:5778']	1207.0	Amlodipine	AMLODIPINE BENZOATE	AMLODIPINE BENZOATE	True	False		RX
993	338.0	CHEBI:2668	Amlodipine	AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE	AMLODIPINE; HYDROCHLOROTHIAZIDE; VALSARTAN	True	True	['CHEBI:2668', 'CHEBI:5778', 'CHEBI:9927']	55.0	TELMISARTAN; AMLODIPINE BESILATE; HYDROCHLOROTHIAZIDE	TELMISARTAN; AMLODIPINE; HYDROCHLOROTHIAZIDE	Amlodipine	True	True	['CHEBI:9434', 'CHEBI:2668', 'CHEBI:5778']	2080.0	Amlodipine	AMLODIPINE BESYLATE	AMLODIPINE BESYLATE	True	False		RX
994	338.0	CHEBI:2668	Amlodipine	AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE	AMLODIPINE; HYDROCHLOROTHIAZIDE; VALSARTAN	True	True	['CHEBI:2668', 'CHEBI:5778', 'CHEBI:9927']	482.0	ALISKIREN FUMARATE; AMLODIPINE BESYLATE	ALISKIREN; AMLODIPINE	Amlodipine	True	True	['CHEBI:53777', 'CHEBI:2668']	1207.0	Amlodipine	AMLODIPINE BENZOATE	AMLODIPINE BENZOATE	True	False		RX
995	338.0	CHEBI:2668	Amlodipine	AMLODIPINE, VALSARTAN, HYDROCHLOROTHIAZIDE	AMLODIPINE; HYDROCHLOROTHIAZIDE; VALSARTAN	True	True	['CHEBI:2668', 'CHEBI:5778', 'CHEBI:9927']	482.0	ALISKIREN FUMARATE; AMLODIPINE BESYLATE	ALISKIREN; AMLODIPINE	Amlodipine	True	True	['CHEBI:53777', 'CHEBI:2668']	2080.0	Amlodipine	AMLODIPINE BESYLATE	AMLODIPINE BESYLATE	True	False		RX
